Item Code,Item Group,Warehouse,Quantity,Valuation Rate,Amount,Allow Zero Valuation Rate,Use Serial No / Batch Fields,Serial / Batch Bundle,Current Serial / Batch Bundle,Serial No,Batch No,Current Qty,Current Amount,Current Valuation Rate,Current Serial No,Quantity Difference,Amount Difference
ITEM-00408,All Item Groups,WH-SL-CAVITE-MAIN - MMA,5,34.25,171.25,,1,,,,,,,,,5,171.25
